user_id,experiment_id,variant,assigned_at
u03_008607,exp_pricing_C,treatment,2025-05-01T13:26:52Z
u01_005253,exp_paywall_A,treatment,2025-03-01T10:29:36Z
u02_004958,exp_onboarding_B,control,2025-04-05T11:25:40Z
u01_003567,exp_paywall_A,control,2025-03-01T10:00:51Z
u01_008674,exp_paywall_A,treatment,2025-03-01T11:29:22Z
u03_001624,exp_pricing_C,treatment,2025-05-01T11:27:55Z
u01_009162,exp_paywall_A,control,2025-03-01T11:35:41Z
u02_005939,exp_onboarding_B,control,2025-04-05T11:42:37Z
u02_009084,exp_onboarding_B,treatment,2025-04-05T12:33:46Z
u02_007645,exp_onboarding_B,control,2025-04-05T12:11:27Z
u02_005077,exp_onboarding_B,treatment,2025-04-05T11:28:28Z
u03_009866,exp_pricing_C,treatment,2025-05-01T13:44:58Z
u03_005265,exp_pricing_C,treatment,2025-05-01T12:31:43Z
u03_008079,exp_pricing_C,control,2025-05-01T13:15:47Z
u03_004553,exp_pricing_C,control,2025-05-01T12:19:47Z
u03_006027,exp_pricing_C,control,2025-05-01T12:45:23Z
u01_006030,exp_paywall_A,control,2025-03-01T10:43:31Z
u01_009993,exp_paywall_A,control,2025-03-01T11:48:04Z
u03_005324,exp_pricing_C,control,2025-05-01T12:32:02Z
u02_005295,exp_onboarding_B,control,2025-04-05T11:28:43Z
u03_008837,exp_pricing_C,treatment,2025-05-01T13:30:43Z
u03_004126,exp_pricing_C,control,2025-05-01T12:09:33Z
u02_007586,exp_onboarding_B,control,2025-04-05T12:08:16Z
u03_001944,exp_pricing_C,treatment,2025-05-01T11:35:38Z
u01_005577,exp_paywall_A,control,2025-03-01T10:33:39Z
u01_007722,exp_paywall_A,treatment,2025-03-01T11:10:07Z
u03_002889,exp_pricing_C,control,2025-05-01T11:50:45Z
u01_002650,exp_paywall_A,treatment,2025-03-01T09:48:46Z
u03_002742,exp_pricing_C,treatment,2025-05-01T11:46:29Z
u01_008958,exp_paywall_A,control,2025-03-01T11:29:27Z
u02_005316,exp_onboarding_B,treatment,2025-04-05T11:29:51Z
u01_002580,exp_paywall_A,treatment,2025-03-01T09:46:53Z
u01_008973,exp_paywall_A,treatment,2025-03-01T11:33:25Z
u02_005011,exp_onboarding_B,control,2025-04-05T11:28:27Z
u02_008387,exp_onboarding_B,control,2025-04-05T12:21:40Z
u02_003131,exp_onboarding_B,control,2025-04-05T10:54:17Z
u02_001498,exp_onboarding_B,treatment,2025-04-05T10:26:22Z
u01_005800,exp_paywall_A,treatment,2025-03-01T10:41:15Z
u03_007910,exp_pricing_C,treatment,2025-05-01T13:16:27Z
u02_000508,exp_onboarding_B,control,2025-04-05T10:08:59Z
u01_002806,exp_paywall_A,control,2025-03-01T09:50:56Z
u03_006854,exp_pricing_C,treatment,2025-05-01T12:55:52Z
u03_000493,exp_pricing_C,control,2025-05-01T11:11:13Z
u01_000292,exp_paywall_A,control,2025-03-01T09:06:37Z
u01_009335,exp_paywall_A,treatment,2025-03-01T11:38:49Z
u02_002560,exp_onboarding_B,treatment,2025-04-05T10:46:43Z
u03_001522,exp_pricing_C,control,2025-05-01T11:29:09Z
u02_005787,exp_onboarding_B,treatment,2025-04-05T11:36:47Z
u03_008485,exp_pricing_C,control,2025-05-01T13:23:12Z
u02_007310,exp_onboarding_B,treatment,2025-04-05T12:02:32Z
u02_000621,exp_onboarding_B,control,2025-04-05T10:10:42Z
u02_006240,exp_onboarding_B,control,2025-04-05T11:47:40Z
u02_003272,exp_onboarding_B,treatment,2025-04-05T10:56:54Z
u01_007677,exp_paywall_A,control,2025-03-01T11:10:42Z
u02_005489,exp_onboarding_B,control,2025-04-05T11:34:23Z
u01_004514,exp_paywall_A,control,2025-03-01T10:15:15Z
u03_006665,exp_pricing_C,treatment,2025-05-01T12:55:48Z
u01_002950,exp_paywall_A,control,2025-03-01T09:53:19Z
u01_001766,exp_paywall_A,control,2025-03-01T09:33:17Z
u01_005659,exp_paywall_A,control,2025-03-01T10:36:01Z
u01_006479,exp_paywall_A,treatment,2025-03-01T10:50:30Z
u01_006068,exp_paywall_A,treatment,2025-03-01T10:42:23Z
u02_006179,exp_onboarding_B,control,2025-04-05T11:45:32Z
u02_008364,exp_onboarding_B,control,2025-04-05T12:19:36Z
u01_003886,exp_paywall_A,control,2025-03-01T10:06:37Z
u01_004700,exp_paywall_A,treatment,2025-03-01T10:19:35Z
u03_002334,exp_pricing_C,treatment,2025-05-01T11:38:59Z
u03_003686,exp_pricing_C,treatment,2025-05-01T12:03:22Z
u03_000625,exp_pricing_C,treatment,2025-05-01T11:12:51Z
u02_003885,exp_onboarding_B,treatment,2025-04-05T11:09:34Z
u03_007519,exp_pricing_C,treatment,2025-05-01T13:05:58Z
u02_003863,exp_onboarding_B,treatment,2025-04-05T11:04:57Z
u03_007157,exp_pricing_C,control,2025-05-01T13:02:06Z
u03_008076,exp_pricing_C,treatment,2025-05-01T13:18:35Z
u03_004834,exp_pricing_C,control,2025-05-01T12:22:02Z
u02_004854,exp_onboarding_B,control,2025-04-05T11:21:34Z
u02_008937,exp_onboarding_B,control,2025-04-05T12:30:58Z
u01_007899,exp_paywall_A,control,2025-03-01T11:12:02Z
u02_001071,exp_onboarding_B,treatment,2025-04-05T10:22:33Z
u03_009864,exp_pricing_C,control,2025-05-01T13:44:27Z
u03_005821,exp_pricing_C,control,2025-05-01T12:37:31Z
u01_005140,exp_paywall_A,control,2025-03-01T10:27:38Z
u01_004891,exp_paywall_A,treatment,2025-03-01T10:25:55Z
u01_004187,exp_paywall_A,control,2025-03-01T10:12:15Z
u03_002267,exp_pricing_C,treatment,2025-05-01T11:42:10Z
u02_004089,exp_onboarding_B,control,2025-04-05T11:10:28Z
u02_003638,exp_onboarding_B,control,2025-04-05T11:01:22Z
u01_006905,exp_paywall_A,treatment,2025-03-01T10:58:29Z
u02_004810,exp_onboarding_B,treatment,2025-04-05T11:21:27Z
u01_004789,exp_paywall_A,treatment,2025-03-01T10:21:45Z
u01_000742,exp_paywall_A,control,2025-03-01T09:16:24Z
u01_002798,exp_paywall_A,control,2025-03-01T09:51:26Z
u01_006658,exp_paywall_A,treatment,2025-03-01T10:55:42Z
u03_009963,exp_pricing_C,treatment,2025-05-01T13:50:57Z
u01_002550,exp_paywall_A,treatment,2025-03-01T09:46:06Z
u03_008469,exp_pricing_C,control,2025-05-01T13:21:13Z
u02_009065,exp_onboarding_B,treatment,2025-04-05T12:31:37Z
u02_006416,exp_onboarding_B,control,2025-04-05T11:50:49Z
u03_005813,exp_pricing_C,control,2025-05-01T12:37:02Z
u01_005226,exp_paywall_A,control,2025-03-01T10:30:59Z
u03_001096,exp_pricing_C,control,2025-05-01T11:22:28Z
u03_002860,exp_pricing_C,control,2025-05-01T11:49:54Z
u03_004650,exp_pricing_C,treatment,2025-05-01T12:19:12Z
u03_008390,exp_pricing_C,treatment,2025-05-01T13:23:21Z
u01_002497,exp_paywall_A,control,2025-03-01T09:45:59Z
u03_002287,exp_pricing_C,control,2025-05-01T11:42:12Z
u02_001249,exp_onboarding_B,control,2025-04-05T10:25:17Z
u02_003134,exp_onboarding_B,treatment,2025-04-05T10:55:51Z
u02_009101,exp_onboarding_B,control,2025-04-05T12:34:05Z
u01_008923,exp_paywall_A,control,2025-03-01T11:32:01Z
u03_006134,exp_pricing_C,control,2025-05-01T12:45:11Z
u03_006980,exp_pricing_C,control,2025-05-01T12:58:14Z
u03_009119,exp_pricing_C,control,2025-05-01T13:32:23Z
u01_003107,exp_paywall_A,treatment,2025-03-01T09:54:44Z
u02_000651,exp_onboarding_B,control,2025-04-05T10:12:19Z
u01_006429,exp_paywall_A,control,2025-03-01T10:49:52Z
u01_001828,exp_paywall_A,control,2025-03-01T09:33:42Z
u02_006791,exp_onboarding_B,control,2025-04-05T11:58:01Z
u01_000641,exp_paywall_A,treatment,2025-03-01T09:14:02Z
u02_009575,exp_onboarding_B,control,2025-04-05T12:42:56Z
u02_001814,exp_onboarding_B,treatment,2025-04-05T10:34:47Z
u03_009568,exp_pricing_C,control,2025-05-01T13:39:36Z
u03_005554,exp_pricing_C,control,2025-05-01T12:37:07Z
u03_004340,exp_pricing_C,treatment,2025-05-01T12:14:10Z
u02_003279,exp_onboarding_B,treatment,2025-04-05T10:58:31Z
u03_009774,exp_pricing_C,control,2025-05-01T13:44:36Z
u02_004109,exp_onboarding_B,treatment,2025-04-05T11:12:40Z
u03_002017,exp_pricing_C,treatment,2025-05-01T11:34:49Z
u01_000954,exp_paywall_A,treatment,2025-03-01T09:19:06Z
u03_005329,exp_pricing_C,treatment,2025-05-01T12:28:59Z
u01_004635,exp_paywall_A,control,2025-03-01T10:18:53Z
u01_002030,exp_paywall_A,treatment,2025-03-01T09:34:43Z
u01_009792,exp_paywall_A,treatment,2025-03-01T11:45:05Z
u03_002115,exp_pricing_C,control,2025-05-01T11:37:37Z
u03_000352,exp_pricing_C,control,2025-05-01T11:06:10Z
u01_003050,exp_paywall_A,treatment,2025-03-01T09:50:57Z
u02_007428,exp_onboarding_B,treatment,2025-04-05T12:03:52Z
u03_007000,exp_pricing_C,treatment,2025-05-01T12:58:19Z
u01_009052,exp_paywall_A,treatment,2025-03-01T11:31:19Z
u02_007658,exp_onboarding_B,control,2025-04-05T12:08:13Z
u01_005069,exp_paywall_A,treatment,2025-03-01T10:27:06Z
u03_000137,exp_pricing_C,treatment,2025-05-01T11:06:52Z
u01_002311,exp_paywall_A,control,2025-03-01T09:42:29Z
u02_003633,exp_onboarding_B,control,2025-04-05T11:01:53Z
u03_008319,exp_pricing_C,control,2025-05-01T13:18:41Z
u02_006920,exp_onboarding_B,control,2025-04-05T11:59:50Z
u02_002426,exp_onboarding_B,treatment,2025-04-05T10:42:12Z
u02_009317,exp_onboarding_B,control,2025-04-05T12:38:24Z
u01_005287,exp_paywall_A,treatment,2025-03-01T10:28:24Z
u03_009949,exp_pricing_C,control,2025-05-01T13:49:55Z
u03_006904,exp_pricing_C,treatment,2025-05-01T12:56:06Z
u03_008153,exp_pricing_C,control,2025-05-01T13:16:52Z
u02_005812,exp_onboarding_B,control,2025-04-05T11:39:59Z
u01_001203,exp_paywall_A,treatment,2025-03-01T09:21:54Z
u03_008416,exp_pricing_C,treatment,2025-05-01T13:22:38Z
u01_000481,exp_paywall_A,control,2025-03-01T09:11:29Z
u02_002822,exp_onboarding_B,treatment,2025-04-05T10:50:25Z
u02_004286,exp_onboarding_B,treatment,2025-04-05T11:13:16Z
u03_006803,exp_pricing_C,control,2025-05-01T12:57:44Z
u03_002586,exp_pricing_C,treatment,2025-05-01T11:46:27Z
u01_009682,exp_paywall_A,treatment,2025-03-01T11:42:31Z
u02_004757,exp_onboarding_B,control,2025-04-05T11:22:01Z
u01_008651,exp_paywall_A,treatment,2025-03-01T11:27:22Z
u01_001323,exp_paywall_A,treatment,2025-03-01T09:26:20Z
u02_003309,exp_onboarding_B,treatment,2025-04-05T10:57:30Z
u02_006542,exp_onboarding_B,treatment,2025-04-05T11:50:27Z
u03_009269,exp_pricing_C,treatment,2025-05-01T13:34:47Z
u02_005987,exp_onboarding_B,treatment,2025-04-05T11:44:01Z
u02_000072,exp_onboarding_B,control,2025-04-05T10:02:37Z
u03_002422,exp_pricing_C,treatment,2025-05-01T11:42:19Z
u01_008014,exp_paywall_A,control,2025-03-01T11:14:35Z
u02_007937,exp_onboarding_B,treatment,2025-04-05T12:13:19Z
u01_005679,exp_paywall_A,treatment,2025-03-01T10:36:36Z
u02_009126,exp_onboarding_B,control,2025-04-05T12:34:17Z
u01_009129,exp_paywall_A,control,2025-03-01T11:36:50Z
u01_007496,exp_paywall_A,treatment,2025-03-01T11:08:59Z
u02_003639,exp_onboarding_B,control,2025-04-05T11:05:33Z
u03_008205,exp_pricing_C,control,2025-05-01T13:19:23Z
u03_002976,exp_pricing_C,control,2025-05-01T11:52:47Z
u03_008867,exp_pricing_C,treatment,2025-05-01T13:30:25Z
u03_000802,exp_pricing_C,control,2025-05-01T11:15:54Z
u02_003064,exp_onboarding_B,control,2025-04-05T10:54:03Z
u01_000928,exp_paywall_A,control,2025-03-01T09:16:25Z
u01_008059,exp_paywall_A,control,2025-03-01T11:16:40Z
u01_007937,exp_paywall_A,control,2025-03-01T11:14:04Z
u02_001933,exp_onboarding_B,treatment,2025-04-05T10:33:20Z
u02_006636,exp_onboarding_B,treatment,2025-04-05T11:52:48Z
u03_003744,exp_pricing_C,control,2025-05-01T12:03:08Z
u03_002172,exp_pricing_C,control,2025-05-01T11:39:01Z
u03_004247,exp_pricing_C,treatment,2025-05-01T12:12:36Z
u02_006136,exp_onboarding_B,treatment,2025-04-05T11:43:08Z
u03_006555,exp_pricing_C,control,2025-05-01T12:52:18Z
u01_008048,exp_paywall_A,control,2025-03-01T11:16:58Z
u02_003846,exp_onboarding_B,control,2025-04-05T11:08:55Z
u03_000870,exp_pricing_C,control,2025-05-01T11:17:57Z
u03_002785,exp_pricing_C,control,2025-05-01T11:49:42Z
u02_005576,exp_onboarding_B,treatment,2025-04-05T11:37:04Z
u03_006597,exp_pricing_C,treatment,2025-05-01T12:52:07Z
u03_006428,exp_pricing_C,treatment,2025-05-01T12:51:12Z
u02_005059,exp_onboarding_B,control,2025-04-05T11:29:02Z
u02_005809,exp_onboarding_B,control,2025-04-05T11:39:42Z
u02_002805,exp_onboarding_B,control,2025-04-05T10:49:54Z
u03_004415,exp_pricing_C,treatment,2025-05-01T12:13:56Z
u02_001626,exp_onboarding_B,control,2025-04-05T10:30:29Z
u01_002222,exp_paywall_A,treatment,2025-03-01T09:38:28Z
u02_005538,exp_onboarding_B,control,2025-04-05T11:33:15Z
u02_008305,exp_onboarding_B,control,2025-04-05T12:22:14Z
u03_008334,exp_pricing_C,control,2025-05-01T13:20:40Z
u02_008267,exp_onboarding_B,control,2025-04-05T12:20:29Z
u03_009555,exp_pricing_C,treatment,2025-05-01T13:40:27Z
u01_008228,exp_paywall_A,control,2025-03-01T11:19:25Z
u02_002302,exp_onboarding_B,treatment,2025-04-05T10:41:41Z
u02_004648,exp_onboarding_B,treatment,2025-04-05T11:22:15Z
u03_009149,exp_pricing_C,control,2025-05-01T13:32:35Z
u02_002084,exp_onboarding_B,treatment,2025-04-05T10:39:16Z
u01_007683,exp_paywall_A,treatment,2025-03-01T11:10:40Z
u01_000513,exp_paywall_A,control,2025-03-01T09:09:39Z
u03_008429,exp_pricing_C,treatment,2025-05-01T13:20:42Z
u03_001341,exp_pricing_C,treatment,2025-05-01T11:24:17Z
u02_005558,exp_onboarding_B,control,2025-04-05T11:37:03Z
u03_008391,exp_pricing_C,control,2025-05-01T13:23:47Z
u02_008777,exp_onboarding_B,control,2025-04-05T12:29:47Z
u02_002705,exp_onboarding_B,control,2025-04-05T10:47:38Z
u03_005168,exp_pricing_C,control,2025-05-01T12:27:27Z
u03_006836,exp_pricing_C,control,2025-05-01T12:54:19Z
u03_008631,exp_pricing_C,treatment,2025-05-01T13:27:27Z
u03_008243,exp_pricing_C,control,2025-05-01T13:20:23Z
u01_001457,exp_paywall_A,control,2025-03-01T09:27:40Z
u03_000036,exp_pricing_C,control,2025-05-01T11:01:07Z
u01_008215,exp_paywall_A,control,2025-03-01T11:17:25Z
u03_008822,exp_pricing_C,control,2025-05-01T13:30:57Z
u01_008395,exp_paywall_A,control,2025-03-01T11:22:08Z
u03_004335,exp_pricing_C,control,2025-05-01T12:16:49Z
u02_002424,exp_onboarding_B,treatment,2025-04-05T10:41:50Z
u03_000285,exp_pricing_C,treatment,2025-05-01T11:07:22Z
u02_008335,exp_onboarding_B,control,2025-04-05T12:20:41Z
u03_005701,exp_pricing_C,control,2025-05-01T12:39:21Z
u03_000606,exp_pricing_C,treatment,2025-05-01T11:10:20Z
u03_003119,exp_pricing_C,treatment,2025-05-01T11:54:55Z
u03_009029,exp_pricing_C,treatment,2025-05-01T13:31:36Z
u01_004059,exp_paywall_A,control,2025-03-01T10:09:20Z
u01_006288,exp_paywall_A,control,2025-03-01T10:49:44Z
u01_004255,exp_paywall_A,control,2025-03-01T10:15:42Z
u01_003781,exp_paywall_A,treatment,2025-03-01T10:05:17Z
u01_009799,exp_paywall_A,control,2025-03-01T11:46:08Z
u03_007514,exp_pricing_C,treatment,2025-05-01T13:06:14Z
u03_000967,exp_pricing_C,control,2025-05-01T11:18:42Z
u01_006881,exp_paywall_A,treatment,2025-03-01T10:58:49Z
u03_007994,exp_pricing_C,control,2025-05-01T13:17:21Z
u02_005673,exp_onboarding_B,treatment,2025-04-05T11:34:54Z
u02_000013,exp_onboarding_B,control,2025-04-05T10:04:15Z
u02_006340,exp_onboarding_B,control,2025-04-05T11:48:37Z
u03_008197,exp_pricing_C,treatment,2025-05-01T13:21:06Z
u03_009900,exp_pricing_C,control,2025-05-01T13:48:54Z
u01_002956,exp_paywall_A,control,2025-03-01T09:52:09Z
u02_004308,exp_onboarding_B,control,2025-04-05T11:14:45Z
u02_002134,exp_onboarding_B,control,2025-04-05T10:36:39Z
u03_009833,exp_pricing_C,control,2025-05-01T13:46:28Z
u03_006702,exp_pricing_C,control,2025-05-01T12:51:53Z
u01_005565,exp_paywall_A,treatment,2025-03-01T10:34:33Z
u01_006127,exp_paywall_A,treatment,2025-03-01T10:44:27Z
u03_009989,exp_pricing_C,treatment,2025-05-01T13:48:29Z
u01_000231,exp_paywall_A,control,2025-03-01T09:07:53Z
u03_005198,exp_pricing_C,treatment,2025-05-01T12:28:45Z
u01_006259,exp_paywall_A,treatment,2025-03-01T10:44:35Z
u02_003127,exp_onboarding_B,control,2025-04-05T10:56:07Z
u02_005362,exp_onboarding_B,treatment,2025-04-05T11:31:16Z
u01_003779,exp_paywall_A,control,2025-03-01T10:03:38Z
u01_009689,exp_paywall_A,control,2025-03-01T11:44:51Z
u02_005110,exp_onboarding_B,control,2025-04-05T11:28:50Z
u01_002763,exp_paywall_A,treatment,2025-03-01T09:48:08Z
u02_000780,exp_onboarding_B,treatment,2025-04-05T10:16:26Z
u03_005515,exp_pricing_C,treatment,2025-05-01T12:34:21Z
u03_004120,exp_pricing_C,treatment,2025-05-01T12:09:18Z
u02_000186,exp_onboarding_B,treatment,2025-04-05T10:06:49Z
u03_003318,exp_pricing_C,control,2025-05-01T11:56:22Z
u03_000543,exp_pricing_C,control,2025-05-01T11:09:49Z
u01_009533,exp_paywall_A,control,2025-03-01T11:43:25Z
u01_001554,exp_paywall_A,treatment,2025-03-01T09:29:04Z
u03_007318,exp_pricing_C,treatment,2025-05-01T13:06:35Z
u02_003174,exp_onboarding_B,treatment,2025-04-05T10:53:17Z
u01_008940,exp_paywall_A,treatment,2025-03-01T11:29:31Z
u03_003791,exp_pricing_C,treatment,2025-05-01T12:03:33Z
u03_000654,exp_pricing_C,treatment,2025-05-01T11:14:31Z
u02_009797,exp_onboarding_B,control,2025-04-05T12:44:36Z
u02_002866,exp_onboarding_B,treatment,2025-04-05T10:50:59Z
u03_000772,exp_pricing_C,control,2025-05-01T11:16:42Z
u01_007389,exp_paywall_A,treatment,2025-03-01T11:04:33Z
u03_003051,exp_pricing_C,control,2025-05-01T11:52:44Z
u03_003767,exp_pricing_C,treatment,2025-05-01T12:07:02Z
u03_004799,exp_pricing_C,control,2025-05-01T12:24:22Z
u03_002186,exp_pricing_C,control,2025-05-01T11:36:58Z
u02_006275,exp_onboarding_B,treatment,2025-04-05T11:47:37Z
u02_000655,exp_onboarding_B,treatment,2025-04-05T10:14:36Z
u01_008058,exp_paywall_A,treatment,2025-03-01T11:15:08Z
u01_003917,exp_paywall_A,treatment,2025-03-01T10:06:22Z
u01_003495,exp_paywall_A,treatment,2025-03-01T10:01:10Z
u02_007032,exp_onboarding_B,treatment,2025-04-05T12:01:28Z
u01_001902,exp_paywall_A,control,2025-03-01T09:33:27Z
u03_003980,exp_pricing_C,control,2025-05-01T12:10:56Z
u03_004491,exp_pricing_C,treatment,2025-05-01T12:15:02Z
u03_005729,exp_pricing_C,control,2025-05-01T12:38:57Z
u03_000572,exp_pricing_C,control,2025-05-01T11:11:51Z
u03_007086,exp_pricing_C,control,2025-05-01T13:00:39Z
u01_001337,exp_paywall_A,control,2025-03-01T09:22:45Z
u02_005136,exp_onboarding_B,control,2025-04-05T11:29:36Z
u03_009658,exp_pricing_C,control,2025-05-01T13:41:44Z
u03_005412,exp_pricing_C,treatment,2025-05-01T12:32:40Z
u02_009773,exp_onboarding_B,control,2025-04-05T12:43:58Z
u03_003458,exp_pricing_C,treatment,2025-05-01T12:01:48Z
u01_001471,exp_paywall_A,control,2025-03-01T09:27:07Z
u03_000862,exp_pricing_C,control,2025-05-01T11:14:36Z
u03_004464,exp_pricing_C,treatment,2025-05-01T12:17:09Z
u01_005465,exp_paywall_A,control,2025-03-01T10:34:24Z
u01_002904,exp_paywall_A,control,2025-03-01T09:51:24Z
u02_008512,exp_onboarding_B,treatment,2025-04-05T12:25:58Z
u02_009315,exp_onboarding_B,control,2025-04-05T12:38:31Z
u01_003595,exp_paywall_A,control,2025-03-01T10:00:19Z
u01_001643,exp_paywall_A,control,2025-03-01T09:29:51Z
u03_006592,exp_pricing_C,control,2025-05-01T12:53:24Z
u01_004901,exp_paywall_A,treatment,2025-03-01T10:25:42Z
u03_003675,exp_pricing_C,control,2025-05-01T12:01:17Z
u03_007191,exp_pricing_C,control,2025-05-01T13:03:32Z
u01_005854,exp_paywall_A,treatment,2025-03-01T10:38:58Z
u02_006404,exp_onboarding_B,control,2025-04-05T11:49:25Z
u01_004547,exp_paywall_A,control,2025-03-01T10:17:53Z
u02_008910,exp_onboarding_B,treatment,2025-04-05T12:30:46Z
u03_009416,exp_pricing_C,control,2025-05-01T13:38:08Z
u02_002969,exp_onboarding_B,treatment,2025-04-05T10:53:57Z
u01_004221,exp_paywall_A,control,2025-03-01T10:15:16Z
u01_005036,exp_paywall_A,control,2025-03-01T10:25:49Z
u01_006174,exp_paywall_A,control,2025-03-01T10:44:09Z
u02_002740,exp_onboarding_B,control,2025-04-05T10:45:49Z
u02_006835,exp_onboarding_B,treatment,2025-04-05T11:54:31Z
u01_006461,exp_paywall_A,control,2025-03-01T10:50:32Z
u01_002134,exp_paywall_A,control,2025-03-01T09:38:35Z
u01_005955,exp_paywall_A,control,2025-03-01T10:39:14Z
u02_001964,exp_onboarding_B,control,2025-04-05T10:34:24Z
u01_008148,exp_paywall_A,treatment,2025-03-01T11:17:01Z
u03_007726,exp_pricing_C,control,2025-05-01T13:12:07Z
u03_001334,exp_pricing_C,treatment,2025-05-01T11:22:30Z
u01_008201,exp_paywall_A,treatment,2025-03-01T11:20:05Z
u02_002369,exp_onboarding_B,control,2025-04-05T10:42:16Z
u01_001216,exp_paywall_A,treatment,2025-03-01T09:21:19Z
u02_005023,exp_onboarding_B,control,2025-04-05T11:24:21Z
u01_008872,exp_paywall_A,control,2025-03-01T11:32:25Z
u03_002560,exp_pricing_C,treatment,2025-05-01T11:45:42Z
u01_008031,exp_paywall_A,control,2025-03-01T11:14:35Z
u02_000557,exp_onboarding_B,control,2025-04-05T10:10:58Z
u01_009568,exp_paywall_A,treatment,2025-03-01T11:41:08Z
u02_005181,exp_onboarding_B,control,2025-04-05T11:29:10Z
u03_005733,exp_pricing_C,treatment,2025-05-01T12:37:30Z
u03_008866,exp_pricing_C,control,2025-05-01T13:31:59Z
u03_005687,exp_pricing_C,treatment,2025-05-01T12:35:32Z
u01_001716,exp_paywall_A,treatment,2025-03-01T09:33:04Z
u01_002486,exp_paywall_A,treatment,2025-03-01T09:43:03Z
u03_000732,exp_pricing_C,control,2025-05-01T11:15:39Z
u02_006686,exp_onboarding_B,control,2025-04-05T11:51:30Z
u01_004521,exp_paywall_A,control,2025-03-01T10:18:50Z
u02_004813,exp_onboarding_B,control,2025-04-05T11:23:52Z
u03_003355,exp_pricing_C,control,2025-05-01T11:59:04Z
u02_001263,exp_onboarding_B,control,2025-04-05T10:23:31Z
u03_002221,exp_pricing_C,treatment,2025-05-01T11:38:09Z
u02_003034,exp_onboarding_B,treatment,2025-04-05T10:52:43Z
u03_007428,exp_pricing_C,control,2025-05-01T13:07:46Z
u03_003745,exp_pricing_C,treatment,2025-05-01T12:06:49Z
u02_000095,exp_onboarding_B,control,2025-04-05T10:02:33Z
u03_000131,exp_pricing_C,control,2025-05-01T11:03:43Z
u01_008197,exp_paywall_A,treatment,2025-03-01T11:21:25Z
u03_000848,exp_pricing_C,treatment,2025-05-01T11:17:09Z
u02_003856,exp_onboarding_B,treatment,2025-04-05T11:06:18Z
u03_008266,exp_pricing_C,treatment,2025-05-01T13:20:51Z
u02_002575,exp_onboarding_B,treatment,2025-04-05T10:47:18Z
u01_008241,exp_paywall_A,control,2025-03-01T11:19:34Z
u01_004171,exp_paywall_A,control,2025-03-01T10:12:57Z
u02_001092,exp_onboarding_B,control,2025-04-05T10:20:51Z
u01_002852,exp_paywall_A,treatment,2025-03-01T09:51:19Z
u01_001890,exp_paywall_A,treatment,2025-03-01T09:33:24Z
u03_000085,exp_pricing_C,treatment,2025-05-01T11:02:00Z
u02_004262,exp_onboarding_B,control,2025-04-05T11:15:15Z
u02_004007,exp_onboarding_B,treatment,2025-04-05T11:10:50Z
u03_001017,exp_pricing_C,control,2025-05-01T11:18:11Z
u03_002861,exp_pricing_C,control,2025-05-01T11:52:38Z
u02_008099,exp_onboarding_B,control,2025-04-05T12:15:29Z
u01_006152,exp_paywall_A,treatment,2025-03-01T10:42:38Z
u01_003442,exp_paywall_A,treatment,2025-03-01T09:59:47Z
u02_007078,exp_onboarding_B,treatment,2025-04-05T12:01:05Z
u03_002113,exp_pricing_C,treatment,2025-05-01T11:38:43Z
u03_001744,exp_pricing_C,control,2025-05-01T11:29:56Z
u03_004004,exp_pricing_C,control,2025-05-01T12:08:51Z
u02_006937,exp_onboarding_B,treatment,2025-04-05T11:59:00Z
u01_002919,exp_paywall_A,treatment,2025-03-01T09:50:47Z
u01_004345,exp_paywall_A,treatment,2025-03-01T10:16:21Z
u02_008127,exp_onboarding_B,treatment,2025-04-05T12:18:54Z
u02_008994,exp_onboarding_B,treatment,2025-04-05T12:32:19Z
u01_000937,exp_paywall_A,control,2025-03-01T09:17:21Z
u02_008655,exp_onboarding_B,control,2025-04-05T12:24:16Z
u03_009981,exp_pricing_C,treatment,2025-05-01T13:46:59Z
u02_007049,exp_onboarding_B,control,2025-04-05T12:01:24Z
u02_000778,exp_onboarding_B,control,2025-04-05T10:17:28Z
u01_000753,exp_paywall_A,treatment,2025-03-01T09:15:51Z
u01_003493,exp_paywall_A,control,2025-03-01T09:58:14Z
u02_004412,exp_onboarding_B,treatment,2025-04-05T11:17:34Z
u02_003203,exp_onboarding_B,control,2025-04-05T10:56:46Z
u03_008157,exp_pricing_C,treatment,2025-05-01T13:17:33Z
u02_006972,exp_onboarding_B,control,2025-04-05T11:56:16Z
u02_003798,exp_onboarding_B,treatment,2025-04-05T11:03:57Z
u03_006548,exp_pricing_C,treatment,2025-05-01T12:53:59Z
u02_003521,exp_onboarding_B,treatment,2025-04-05T10:59:43Z
u02_004767,exp_onboarding_B,treatment,2025-04-05T11:24:14Z
u03_003870,exp_pricing_C,treatment,2025-05-01T12:05:15Z
u03_004787,exp_pricing_C,treatment,2025-05-01T12:20:02Z
u03_001513,exp_pricing_C,treatment,2025-05-01T11:28:07Z
u03_003615,exp_pricing_C,treatment,2025-05-01T12:03:26Z
u02_000444,exp_onboarding_B,control,2025-04-05T10:11:52Z
u01_008181,exp_paywall_A,treatment,2025-03-01T11:16:33Z
u01_001148,exp_paywall_A,control,2025-03-01T09:23:16Z
u03_000861,exp_pricing_C,treatment,2025-05-01T11:19:05Z
u02_003292,exp_onboarding_B,control,2025-04-05T10:55:21Z
u01_006770,exp_paywall_A,treatment,2025-03-01T10:55:32Z
